timestamp,cpu_percent,mem_used_mb,mem_total_mb,temp_c,disk_percent,gpu_temp,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb
2026-03-11T00:00:01,97.2,4710,7818,64.0,4,0,0,0,0
2026-03-11T00:05:01,33.3,4758,7818,45.0,4,0,0,0,0
2026-03-11T00:10:01,19,4675,7818,50.0,4,0,0,0,0
2026-03-11T00:15:01,49.3,4493,7818,62.0,4,0,0,0,0
2026-03-11T00:20:01,20,4333,7818,54.0,4,0,0,0,0
2026-03-11T00:25:01,23.4,4530,7818,55.0,4,0,0,0,0
2026-03-11T00:30:01,51.5,4387,7818,67.0,4,0,0,0,0
2026-03-11T00:35:01,20,4343,7818,49.0,4,0,0,0,0
2026-03-11T00:40:01,52.3,4702,7818,68.0,4,0,0,0,0
2026-03-11T00:45:01,20,4366,7818,54.0,4,0,0,0,0
2026-03-11T00:50:01,18.2,4265,7818,47.0,4,0,0,0,0
2026-03-11T00:55:01,18.5,4263,7818,42.0,4,0,0,0,0
2026-03-11T01:00:02,31.3,4257,7818,43.0,4,0,0,0,0
2026-03-11T01:05:01,34.8,4258,7818,43.0,4,0,0,0,0
2026-03-11T01:10:01,20,4254,7818,42.0,4,0,0,0,0
2026-03-11T01:15:01,19.7,4266,7818,40.0,4,0,0,0,0
2026-03-11T01:20:01,18.8,4262,7818,41.0,4,0,0,0,0
2026-03-11T01:25:01,19.4,4263,7818,40.0,4,0,0,0,0
2026-03-11T01:30:01,22.4,4269,7818,43.0,4,0,0,0,0
2026-03-11T01:35:01,20,4254,7818,40.0,4,0,0,0,0
2026-03-11T01:40:01,17.2,4256,7818,40.0,4,0,0,0,0
2026-03-11T01:45:01,19.7,4257,7818,39.0,4,0,0,0,0
2026-03-11T01:50:01,20,4256,7818,41.0,4,0,0,0,0
2026-03-11T01:55:01,19.7,4257,7818,39.0,4,0,0,0,0
2026-03-11T02:00:01,59.7,4269,7818,43.0,4,0,0,0,0
2026-03-11T02:05:01,34.8,4263,7818,44.0,4,0,0,0,0
2026-03-11T02:10:01,19.7,4256,7818,38.0,4,0,0,0,0
2026-03-11T02:15:01,19.7,4260,7818,41.0,4,0,0,0,0
2026-03-11T02:20:01,20,4256,7818,43.0,4,0,0,0,0
2026-03-11T02:25:01,19.7,4262,7818,39.0,4,0,0,0,0
2026-03-11T02:30:01,22.7,4262,7818,40.0,4,0,0,0,0
2026-03-11T02:35:01,20,4259,7818,39.0,4,0,0,0,0
2026-03-11T02:40:01,18.2,4272,7818,40.0,4,0,0,0,0
2026-03-11T02:45:01,19.7,4267,7818,38.0,4,0,0,0,0
2026-03-11T02:50:01,18.5,4270,7818,39.0,4,0,0,0,0
2026-03-11T02:55:02,18.2,4273,7818,39.0,4,0,0,0,0
2026-03-11T03:00:01,31.8,4282,7818,40.0,4,0,0,0,0
2026-03-11T03:05:01,34.8,4278,7818,41.0,4,0,0,0,0
2026-03-11T03:10:01,21.5,4278,7818,40.0,4,0,0,0,0
2026-03-11T03:15:01,18.5,4277,7818,39.0,4,0,0,0,0
2026-03-11T03:20:01,20,4270,7818,38.0,4,0,0,0,0
2026-03-11T03:25:01,20.6,4273,7818,39.0,4,0,0,0,0
2026-03-11T03:30:01,21.2,4280,7818,39.0,4,0,0,0,0
2026-03-11T03:35:01,19.4,4276,7818,38.0,4,0,0,0,0
2026-03-11T03:40:01,18.5,4279,7818,38.0,4,0,0,0,0
2026-03-11T03:45:01,46.9,4301,7818,52.0,4,0,0,0,0
2026-03-11T03:50:01,19.7,4299,7818,42.0,4,0,0,0,0
2026-03-11T03:55:01,18.8,4295,7818,40.0,4,0,0,0,0
2026-03-11T04:00:01,51.4,4300,7818,42.0,4,0,0,0,0
2026-03-11T04:05:01,41.2,4301,7818,42.0,4,0,0,0,0
2026-03-11T04:10:01,18.5,4293,7818,39.0,4,0,0,0,0
2026-03-11T04:15:01,20,4300,7818,39.0,4,0,0,0,0
2026-03-11T04:20:01,18.8,4297,7818,40.0,4,0,0,0,0
2026-03-11T04:25:01,18.2,4297,7818,40.0,4,0,0,0,0
2026-03-11T04:30:01,21.5,4299,7818,40.0,4,0,0,0,0
2026-03-11T04:35:01,20.9,4295,7818,41.0,4,0,0,0,0
2026-03-11T04:40:01,17.5,4304,7818,41.0,4,0,0,0,0
2026-03-11T04:45:01,18.5,4300,7818,42.0,4,0,0,0,0
2026-03-11T04:50:01,20.9,4310,7818,39.0,4,0,0,0,0
2026-03-11T04:55:01,20,4310,7818,39.0,4,0,0,0,0
2026-03-11T05:00:01,29.9,4320,7818,42.0,4,0,0,0,0
2026-03-11T05:05:01,37.9,4313,7818,41.0,4,0,0,0,0
2026-03-11T05:10:01,19.7,4304,7818,39.0,4,0,0,0,0
2026-03-11T05:15:01,18.5,4309,7818,38.0,4,0,0,0,0
2026-03-11T05:20:01,21.2,4305,7818,40.0,4,0,0,0,0
2026-03-11T05:25:01,21.2,4306,7818,39.0,4,0,0,0,0
2026-03-11T05:30:01,22.4,4309,7818,38.0,4,0,0,0,0
2026-03-11T05:35:01,18.2,4304,7818,39.0,4,0,0,0,0
2026-03-11T05:40:01,17.2,4321,7818,40.0,4,0,0,0,0
2026-03-11T05:45:01,18.5,4324,7818,38.0,4,0,0,0,0
2026-03-11T05:50:01,18.5,4319,7818,39.0,4,0,0,0,0
2026-03-11T05:55:01,18.5,4314,7818,41.0,4,0,0,0,0
2026-03-11T06:00:01,30.9,4320,7818,40.0,4,0,0,0,0
