timestamp,cpu_percent,mem_used_mb,mem_total_mb,temp_c,disk_percent,gpu_temp,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb
2026-03-19T00:00:01,100,1500,7919,79.0,8,0,0,0,0
2026-03-19T00:05:01,14.7,1498,7919,70.0,8,0,0,0,0
2026-03-19T00:10:01,19.1,1486,7919,71.0,8,0,0,0,0
2026-03-19T00:15:01,14.7,1495,7919,70.0,8,0,0,0,0
2026-03-19T00:20:01,11.9,1492,7919,70.0,8,0,0,0,0
2026-03-19T00:25:01,13.6,1490,7919,70.0,8,0,0,0,0
2026-03-19T00:30:01,67.1,1514,7919,78.0,8,0,0,0,0
2026-03-19T00:35:01,15.9,1482,7919,70.0,8,0,0,0,0
2026-03-19T00:40:01,13.2,1487,7919,70.0,8,0,0,0,0
2026-03-19T00:45:01,39.7,1501,7919,77.0,8,0,0,0,0
2026-03-19T00:50:01,16.9,1498,7919,72.0,7,0,0,0,0
2026-03-19T00:55:01,14.7,1488,7919,69.0,7,0,0,0,0
2026-03-19T01:00:01,81.7,1517,7919,77.0,7,0,0,0,0
2026-03-19T01:05:01,12.1,1490,7919,70.0,7,0,0,0,0
2026-03-19T01:10:01,14.7,1496,7919,69.0,7,0,0,0,0
2026-03-19T01:15:01,39.1,1513,7919,77.0,7,0,0,0,0
2026-03-19T01:20:01,13.4,1489,7919,70.0,7,0,0,0,0
2026-03-19T01:25:01,11.8,1491,7919,69.0,7,0,0,0,0
2026-03-19T01:30:01,65.7,1516,7919,77.0,7,0,0,0,0
2026-03-19T01:35:01,25.8,1490,7919,74.0,7,0,0,0,0
2026-03-19T01:40:01,14.5,1492,7919,70.0,7,0,0,0,0
2026-03-19T01:45:01,40.6,1513,7919,75.0,7,0,0,0,0
2026-03-19T01:50:01,13,1499,7919,70.0,7,0,0,0,0
2026-03-19T01:55:01,15.2,1504,7919,70.0,7,0,0,0,0
2026-03-19T02:00:01,72.6,1527,7919,77.0,7,0,0,0,0
2026-03-19T02:05:01,13.6,1504,7919,70.0,7,0,0,0,0
2026-03-19T02:10:01,14.5,1504,7919,70.0,7,0,0,0,0
2026-03-19T02:15:01,13.6,1521,7919,72.0,7,0,0,0,0
2026-03-19T02:20:01,12.1,1500,7919,71.0,7,0,0,0,0
2026-03-19T02:25:01,14.9,1496,7919,70.0,7,0,0,0,0
2026-03-19T02:30:01,69.6,1520,7919,77.0,7,0,0,0,0
2026-03-19T02:35:01,14.7,1506,7919,70.0,7,0,0,0,0
2026-03-19T02:40:01,12.1,1499,7919,70.0,7,0,0,0,0
2026-03-19T02:45:01,40.9,1504,7919,77.0,7,0,0,0,0
2026-03-19T02:50:01,13.2,1491,7919,70.0,7,0,0,0,0
2026-03-19T02:55:01,14.9,1497,7919,69.0,7,0,0,0,0
2026-03-19T03:00:01,78.1,1523,7919,78.0,7,0,0,0,0
2026-03-19T03:05:01,14.7,1500,7919,70.0,7,0,0,0,0
2026-03-19T03:10:01,17.9,1500,7919,71.0,7,0,0,0,0
2026-03-19T03:15:01,40.6,1519,7919,76.0,7,0,0,0,0
2026-03-19T03:20:01,14.9,1504,7919,70.0,7,0,0,0,0
2026-03-19T03:25:01,13,1498,7919,69.0,7,0,0,0,0
2026-03-19T03:30:01,69.6,1518,7919,77.0,7,0,0,0,0
2026-03-19T03:35:01,17.1,1507,7919,70.0,7,0,0,0,0
2026-03-19T03:40:01,14.7,1502,7919,70.0,7,0,0,0,0
2026-03-19T03:45:01,38.8,1512,7919,76.0,7,0,0,0,0
2026-03-19T03:50:01,14.3,1508,7919,69.0,7,0,0,0,0
2026-03-19T03:55:01,13.6,1497,7919,70.0,7,0,0,0,0
2026-03-19T04:00:01,79.7,1521,7919,77.0,7,0,0,0,0
2026-03-19T04:05:01,15.9,1507,7919,70.0,7,0,0,0,0
2026-03-19T04:10:01,16.2,1500,7919,71.0,7,0,0,0,0
2026-03-19T04:15:01,13.6,1504,7919,70.0,7,0,0,0,0
2026-03-19T04:20:01,12.7,1500,7919,69.0,7,0,0,0,0
2026-03-19T04:25:01,14.9,1506,7919,69.0,7,0,0,0,0
2026-03-19T04:30:01,68.1,1532,7919,77.0,7,0,0,0,0
2026-03-19T04:35:01,16.2,1488,7919,71.0,7,0,0,0,0
2026-03-19T04:40:01,13.2,1507,7919,69.0,7,0,0,0,0
2026-03-19T04:45:01,41.8,1509,7919,77.0,7,0,0,0,0
2026-03-19T04:50:01,14.9,1503,7919,71.0,7,0,0,0,0
2026-03-19T04:55:01,12.9,1503,7919,69.0,7,0,0,0,0
2026-03-19T05:00:01,79.7,1528,7919,78.0,7,0,0,0,0
2026-03-19T05:05:01,13.4,1510,7919,70.0,7,0,0,0,0
2026-03-19T05:10:01,12.1,1501,7919,72.0,7,0,0,0,0
2026-03-19T05:15:01,38.2,1511,7919,76.0,7,0,0,0,0
2026-03-19T05:20:01,15.5,1505,7919,70.0,7,0,0,0,0
2026-03-19T05:25:01,14.5,1507,7919,70.0,7,0,0,0,0
2026-03-19T05:30:01,66.2,1532,7919,77.0,7,0,0,0,0
2026-03-19T05:35:01,14.7,1509,7919,69.0,7,0,0,0,0
2026-03-19T05:40:01,13.6,1506,7919,71.0,7,0,0,0,0
2026-03-19T05:45:01,39.7,1511,7919,77.0,7,0,0,0,0
2026-03-19T05:50:01,35.3,1525,7919,72.0,7,0,0,0,0
2026-03-19T05:55:01,14.5,1508,7919,70.0,7,0,0,0,0
2026-03-19T06:00:01,94.4,1530,7919,77.0,7,0,0,0,0
2026-03-19T06:05:01,25,1510,7919,71.0,7,0,0,0,0
2026-03-19T06:10:01,25,1781,7919,71.0,7,0,0,0,0
2026-03-19T06:15:01,42.6,1803,7919,77.0,7,0,0,0,0
2026-03-19T06:20:01,15.5,1786,7919,69.0,7,0,0,0,0
2026-03-19T06:25:01,16.9,1791,7919,70.0,7,0,0,0,0
