timestamp,cpu_percent,mem_used_mb,mem_total_mb,temp_c,disk_percent,gpu_temp,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb
2026-03-29T00:00:01,6.1,821,7919,73.0,7,0,0,0,0
2026-03-29T00:05:01,1.5,821,7919,73.0,7,0,0,0,0
2026-03-29T00:10:01,3,821,7919,72.0,7,0,0,0,0
2026-03-29T00:15:01,1.5,819,7919,72.0,7,0,0,0,0
2026-03-29T00:20:01,1.5,820,7919,73.0,7,0,0,0,0
2026-03-29T00:25:01,7.6,820,7919,72.0,7,0,0,0,0
2026-03-29T00:30:01,3,820,7919,72.0,7,0,0,0,0
2026-03-29T00:35:01,1.5,821,7919,72.0,7,0,0,0,0
2026-03-29T00:40:01,3,821,7919,72.0,7,0,0,0,0
2026-03-29T00:45:01,1.5,822,7919,72.0,7,0,0,0,0
2026-03-29T00:50:01,3,821,7919,72.0,7,0,0,0,0
2026-03-29T00:55:01,3,821,7919,73.0,7,0,0,0,0
2026-03-29T01:00:01,7.4,823,7919,72.0,7,0,0,0,0
2026-03-29T01:05:01,1.5,822,7919,72.0,7,0,0,0,0
2026-03-29T01:10:01,1.5,821,7919,72.0,7,0,0,0,0
2026-03-29T01:15:01,1.5,821,7919,72.0,7,0,0,0,0
2026-03-29T01:20:01,2.9,822,7919,73.0,7,0,0,0,0
2026-03-29T01:25:01,3,822,7919,72.0,7,0,0,0,0
2026-03-29T01:30:01,1.5,822,7919,72.0,7,0,0,0,0
2026-03-29T01:35:01,1.5,822,7919,72.0,7,0,0,0,0
2026-03-29T01:40:01,3,819,7919,72.0,7,0,0,0,0
2026-03-29T01:45:01,1.5,819,7919,71.0,7,0,0,0,0
2026-03-29T01:50:01,10.6,820,7919,72.0,7,0,0,0,0
2026-03-29T01:55:01,15.2,820,7919,72.0,7,0,0,0,0
2026-03-29T02:00:01,6.1,822,7919,72.0,7,0,0,0,0
2026-03-29T02:05:01,3,823,7919,72.0,7,0,0,0,0
2026-03-29T02:10:01,1.5,823,7919,72.0,7,0,0,0,0
2026-03-29T02:15:01,1.5,821,7919,71.0,7,0,0,0,0
