timestamp,cpu_percent,mem_used_mb,mem_total_mb,temp_c,disk_percent,gpu_temp,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb
2026-03-27T00:00:01,56.1,839,7919,81.0,7,0,0,0,0
2026-03-27T00:05:01,1.5,839,7919,72.0,7,0,0,0,0
2026-03-27T00:10:01,1.5,839,7919,72.0,7,0,0,0,0
2026-03-27T00:15:01,1.5,824,7919,72.0,7,0,0,0,0
2026-03-27T00:20:01,1.5,820,7919,71.0,7,0,0,0,0
2026-03-27T00:25:01,1.5,822,7919,71.0,7,0,0,0,0
2026-03-27T00:30:01,100,823,7919,71.0,7,0,0,0,0
2026-03-27T00:35:01,3,824,7919,71.0,7,0,0,0,0
2026-03-27T00:40:01,3,824,7919,70.0,7,0,0,0,0
2026-03-27T00:45:01,3,824,7919,72.0,7,0,0,0,0
2026-03-27T00:50:01,9.1,825,7919,72.0,7,0,0,0,0
2026-03-27T00:55:01,13.4,826,7919,71.0,7,0,0,0,0
2026-03-27T01:00:01,7.5,827,7919,71.0,7,0,0,0,0
2026-03-27T01:05:01,1.5,819,7919,71.0,7,0,0,0,0
2026-03-27T01:10:01,3,819,7919,71.0,7,0,0,0,0
2026-03-27T01:15:01,1.5,819,7919,72.0,7,0,0,0,0
2026-03-27T01:20:01,14.9,819,7919,71.0,7,0,0,0,0
2026-03-27T01:25:01,1.5,819,7919,71.0,7,0,0,0,0
2026-03-27T01:30:01,3,819,7919,71.0,7,0,0,0,0
2026-03-27T01:35:01,3,819,7919,71.0,7,0,0,0,0
2026-03-27T01:40:01,18.5,820,7919,71.0,7,0,0,0,0
2026-03-27T01:45:01,10.4,820,7919,71.0,7,0,0,0,0
2026-03-27T01:50:01,1.5,820,7919,71.0,7,0,0,0,0
2026-03-27T01:55:01,18.2,820,7919,71.0,7,0,0,0,0
2026-03-27T02:00:01,6.1,822,7919,71.0,7,0,0,0,0
2026-03-27T02:05:01,3,822,7919,71.0,7,0,0,0,0
2026-03-27T02:10:01,10.4,822,7919,71.0,7,0,0,0,0
2026-03-27T02:15:01,1.5,822,7919,71.0,7,0,0,0,0
2026-03-27T02:20:01,1.5,822,7919,71.0,7,0,0,0,0
2026-03-27T02:25:01,1.5,822,7919,71.0,7,0,0,0,0
2026-03-27T02:30:01,4.6,823,7919,71.0,7,0,0,0,0
2026-03-27T02:35:02,3,822,7919,72.0,7,0,0,0,0
2026-03-27T02:40:01,3,823,7919,71.0,7,0,0,0,0
2026-03-27T02:45:01,1.5,821,7919,71.0,7,0,0,0,0
2026-03-27T02:50:01,3,821,7919,71.0,7,0,0,0,0
2026-03-27T02:55:01,100,822,7919,71.0,7,0,0,0,0
2026-03-27T03:00:01,7.2,822,7919,72.0,7,0,0,0,0
2026-03-27T03:05:01,16.7,822,7919,72.0,7,0,0,0,0
2026-03-27T03:10:01,10.8,823,7919,72.0,7,0,0,0,0
2026-03-27T03:15:01,3,816,7919,72.0,7,0,0,0,0
2026-03-27T03:20:01,3,832,7919,72.0,7,0,0,0,0
2026-03-27T03:25:01,3,833,7919,72.0,7,0,0,0,0
2026-03-27T03:30:01,1.5,833,7919,71.0,7,0,0,0,0
2026-03-27T03:35:01,3,820,7919,71.0,7,0,0,0,0
2026-03-27T03:40:01,18.2,820,7919,72.0,7,0,0,0,0
2026-03-27T03:45:01,3,820,7919,72.0,7,0,0,0,0
2026-03-27T03:50:01,3,820,7919,71.0,7,0,0,0,0
2026-03-27T03:55:01,1.5,820,7919,71.0,7,0,0,0,0
2026-03-27T04:00:01,9.1,822,7919,71.0,7,0,0,0,0
2026-03-27T04:05:01,12.1,822,7919,71.0,7,0,0,0,0
2026-03-27T04:10:01,3,822,7919,71.0,7,0,0,0,0
2026-03-27T04:15:01,1.5,822,7919,72.0,7,0,0,0,0
2026-03-27T04:20:01,4.3,822,7919,72.0,7,0,0,0,0
2026-03-27T04:25:01,1.5,819,7919,72.0,7,0,0,0,0
2026-03-27T04:30:01,3,818,7919,71.0,7,0,0,0,0
2026-03-27T04:35:01,1.5,818,7919,71.0,7,0,0,0,0
2026-03-27T04:40:01,3,820,7919,71.0,7,0,0,0,0
2026-03-27T04:45:01,1.5,820,7919,71.0,7,0,0,0,0
2026-03-27T04:50:01,7.6,820,7919,72.0,7,0,0,0,0
2026-03-27T04:55:01,3,821,7919,71.0,7,0,0,0,0
2026-03-27T05:00:01,11.8,821,7919,71.0,7,0,0,0,0
2026-03-27T05:05:01,1.5,822,7919,71.0,7,0,0,0,0
2026-03-27T05:10:01,2.9,822,7919,71.0,7,0,0,0,0
