timestamp,cpu_percent,mem_used_mb,mem_total_mb,temp_c,disk_percent,gpu_temp,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb
2026-03-24T00:00:01,11.6,766,8063,47.4,54,0,0,0,0
2026-03-24T00:05:01,2.3,768,8063,47.4,54,0,0,0,0
2026-03-24T00:10:01,2.3,768,8063,48.0,54,0,0,0,0
2026-03-24T00:15:01,100,762,8063,46.9,54,0,0,0,0
2026-03-24T00:20:01,100,777,8063,46.3,54,0,0,0,0
2026-03-24T00:25:01,100,768,8063,46.9,54,0,0,0,0
2026-03-24T00:30:01,2.3,784,8063,47.4,54,0,0,0,0
2026-03-24T00:35:01,2.4,764,8063,47.4,54,0,0,0,0
2026-03-24T00:40:01,100,758,8063,47.4,54,0,0,0,0
2026-03-24T00:45:01,100,763,8063,46.3,54,0,0,0,0
2026-03-24T00:50:01,2.3,766,8063,47.4,54,0,0,0,0
2026-03-24T00:55:01,2.3,764,8063,46.9,54,0,0,0,0
2026-03-24T01:00:01,9.5,781,8063,47.4,54,0,0,0,0
2026-03-24T01:05:01,100,764,8063,46.9,54,0,0,0,0
2026-03-24T01:10:01,2.3,767,8063,46.9,54,0,0,0,0
2026-03-24T01:15:01,4.5,763,8063,47.4,54,0,0,0,0
2026-03-24T01:20:02,2.3,764,8063,47.4,54,0,0,0,0
2026-03-24T01:25:01,100,768,8063,47.4,54,0,0,0,0
2026-03-24T01:30:01,7.3,774,8063,46.9,54,0,0,0,0
2026-03-24T01:35:01,100,766,8063,47.4,54,0,0,0,0
2026-03-24T01:40:01,100,778,8063,46.3,54,0,0,0,0
2026-03-24T01:45:01,2.3,770,8063,47.4,54,0,0,0,0
2026-03-24T01:50:01,2.4,798,8063,46.9,54,0,0,0,0
2026-03-24T01:55:01,2.3,782,8063,48.0,54,0,0,0,0
2026-03-24T02:00:01,9.5,771,8063,48.0,54,0,0,0,0
2026-03-24T02:05:01,100,761,8063,45.8,54,0,0,0,0
2026-03-24T02:10:01,2.3,761,8063,46.9,54,0,0,0,0
2026-03-24T02:15:01,100,766,8063,47.4,54,0,0,0,0
2026-03-24T02:20:01,100,767,8063,47.4,54,0,0,0,0
2026-03-24T02:25:01,100,769,8063,46.9,54,0,0,0,0
2026-03-24T02:30:01,2.3,767,8063,46.9,54,0,0,0,0
2026-03-24T02:35:01,100,776,8063,46.9,54,0,0,0,0
2026-03-24T02:40:01,2.3,774,8063,47.4,54,0,0,0,0
